text,user,created_at,timestamp,geo,polarity
MATCH FACTS : #AFC have won 7 &amp; drawn 1 of their last 8 #bpl away matches. #CFCvAFC #AFC,bryoshavin,2015-09-19 11:34:04,1442662444598,,2
"Yes, I'm an #AFC fan! But would I vote for @_OlivierGiroud_? Ans - Na na na na naaaaaa no Giroudddd! @diegocosta it is! #BrawlAtTheBridge",Kirstenvarela17,2015-09-19 11:34:06,1442662446453,,4
"Chelsea Arsenal - Hoping for a 6-6 tie, manager fight, and lots of injuries. Unsporting? #AFC #CFC",cfy2k,2015-09-19 11:34:16,1442662456785,,2
Going with #AFC tonight,nagu_leash,2015-09-19 11:34:23,1442662463753,,2
#AFC will destroy #CFC 2day,luckybrown90,2015-09-19 11:34:29,1442662469187,,2
#CFC VS #AFC,FreshGalsen,2015-09-19 11:34:30,1442662470418,,2
Your best bet for Arsenal v Chelsea is ______ #AFC #CFC #CFCvAFC,footballtips,2015-09-19 11:34:31,1442662471308,,2
Worried about our finishing. Defense may not give us the opportunity for as many shots. So we're gonna have to be clinical. #AFC -E,donein90,2015-09-19 11:34:41,1442662481484,,0
Arsenal have to win this game by all means. It will be a huge boost for the rest of the season. #AFC #COYG,Rajat_Afc,2015-09-19 11:34:50,1442662490677,,2
Game time #CFC vs #AFC 20minutes left,AliceOriokot,2015-09-19 11:34:51,1442662491142,,2
"اتوقع

فوز ارسنالي بـ فارق هدفين، خطأ تحكيمي فادح في المباراة، اتوقع [ بيغوفيتش ] رجلاً للمباراة !

#CFC #AFC #تيشلسي_ارسنال",Tree_MU,2015-09-19 11:34:54,1442662494734,,2
@FATGofficial #AFC should be a per taker of #CFC bonanza sales today #FATGLive,eryvich,2015-09-19 11:34:58,1442662498395,,2
I love how Wrighty doesn't pretend to be neutral #AFC #legend,SamuelLJunkson,2015-09-19 11:35:01,1442662501128,,2
"If there was any justice in football, Arsene would embarrass Mourinho today and Jose would get the sack tomorrow. #AFC",ChrisPJGodfrey,2015-09-19 11:35:09,1442662509592,,2
#Walcott has scored 11 goals in his last 11 #bpl matches. 12 in 12 #AFC games #CFCvAFC,bryoshavin,2015-09-19 11:35:10,1442662510927,,2
Come on u gooners! Give us 3 points today and show us that London is red! #Arsenal #arsenor #AFC #COYG #gooners #2pl http://t.co/Rf8KLH27zq,CatoSteivang,2015-09-19 11:35:15,1442662515558,,2
Huge game for #CFC after a disappointing start this season!! Must win!! Can't lose to #Wenger and his #AFC,RJPuranik,2015-09-19 11:35:16,1442662516693,,0
Bola Sepak : Separuh Akhir Liga Juara-Juara Asia 2015 http://t.co/MxH6Xq5E8T #Football #AFC #ChampionsLeague #Se… http://t.co/NNqqIX3t4e,Nocreklamozdera,2015-09-19 11:35:26,1442662526947,,2
Separuh Akhir Liga Juara-Juara Asia 2015 http://t.co/MxH6Xq5E8T #Football #AFC #ChampionsLeague #Semifinals #ACL… http://t.co/NNqqIX3t4e,Nocreklamozdera,2015-09-19 11:35:28,1442662528251,,2
Separuh Akhir Liga Juara-Juara Asia 2015 http://t.co/MxH6Xq5E8T #Football #AFC #ChampionsLeague #ACL2015 #Guangz… http://t.co/NNqqIX3t4e,Nocreklamozdera,2015-09-19 11:35:29,1442662529146,,2
"All the trophies Seaman won came at #AFC where he picked up 3 League titles, 4 FA Cups, League Cup &amp; Cup Winners' Cup http://t.co/jzgxAl7CU2",CampoRetro,2015-09-19 11:35:47,1442662547902,,2
"Unbelievable #Arsenal stats. More shots than any other team in league, more chances created. Worst chance-goal conversion rate (6%) #AFC",SamDonoghue,2015-09-19 11:35:48,1442662548171,,2
#AFC,David_Moro1,2015-09-19 11:35:56,1442662556062,,2
Let's beat #AFC down #KTBFFH #CFC all the way.,Zuga188,2015-09-19 11:36:01,1442662561944,,2
"LAST CALL!

Get 7/1 #CFC or 8/1 #AFC - risk-free

CLAIM HERE &gt; http://t.co/Kh5kP5KFT0

#CFCvAFC #Chelsea #Arsenal http://t.co/MVrMFd9NAh",bettingpro,2015-09-19 11:36:03,1442662563168,,2
We are winning......#AFC,tiny_tean,2015-09-19 11:36:03,1442662563982,,2
Why is six important for #CFCvAFC? http://t.co/mg1kxO89oB #bettingtips #CFC #AFC #CFCvAFC #CHEARS #BPL #EPL http://t.co/KRbL6xqwUk,KickOff,2015-09-19 11:36:04,1442662564683,,2
Nervous #AFC,himynameismick,2015-09-19 11:36:05,1442662565917,,2
Almost time for #CFC v #AFC!!!! Come on you Blues!,ItsSarahLayton,2015-09-19 11:36:07,1442662567895,,4
Chelsea captain John Terry left out of line-up for Arsenal clas... #AFC #ArsenalFC http://t.co/9mmyhWp97T http://t.co/PCxICMyc6e,Arsenal_Fanly,2015-09-19 11:36:09,1442662569895,,2
Get it on #AFC,Iam_dappy_jr,2015-09-19 11:36:11,1442662571862,,2
"@ankitsaigal Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |",tryalvip,2015-09-19 11:36:17,1442662577680,,2
"@umutaydursun Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |",tryalvip,2015-09-19 11:36:19,1442662579315,,2
#CFCvs#AFC,jayteemuro,2015-09-19 11:36:19,1442662579730,,2
"@AudioTheBrand Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |",tryalvip,2015-09-19 11:36:21,1442662581198,,2
"Can Cech add to that tally for #AFC against #CFC today? 

Follow all the action: http://t.co/Yke9CsAmUW http://t.co/wd7KGtA85R",Bonus_247,2015-09-19 11:36:21,1442662581797,,2
"@Chai_knees Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |",tryalvip,2015-09-19 11:36:23,1442662583723,,2
"Get money back on losing bets if both teams score in #Chelsea v #Arsenal:
#CFC #AFC #CFCvAFC: http://t.co/CszB38Jju5 http://t.co/YDJbmOuzeh",gamerspromos,2015-09-19 11:36:25,1442662585315,,2
"@LupadePictures Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |",tryalvip,2015-09-19 11:36:25,1442662585454,,2
@piersmorgan finally agree with something you've said about #AFC Keep up the positive fan chat....it suits you #CFCvAFC,JGGooner4Life,2015-09-19 11:36:25,1442662585900,,4
"Get 6/1 on #AFC to beat #CFC with Favourit! 
http://t.co/c20TpnwB4P 
#Arsenal #Chelsea #Gunners #PremierLeague http://t.co/K87oQPs2C0",gamersoffers,2015-09-19 11:36:25,1442662585925,,2
"Get 5/1 on #Chelsea to beat #Arsenal via this link: http://t.co/IqvHLkIeXQ
#CFC #AFC #CFCvAFC #PremierLeague http://t.co/kMGfLg6oYd",getabonus,2015-09-19 11:36:26,1442662586594,,2
#Chelsea v #Arsenal BOOST: Diego Costa to score anytime 2/1: http://t.co/rdqIL6kZfh #DiegoCosta #CFC #AFC http://t.co/YVKYhewfEz,best0dds,2015-09-19 11:36:27,1442662587674,,2
#COYG #AFC #ARSENAL http://t.co/1AZefezam8,Goonerbar,2015-09-19 11:36:27,1442662587741,,2
"@K_ToOzle Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |",tryalvip,2015-09-19 11:36:28,1442662588335,,2
#Sanchez wincast worth a go today? Pays 6/1: http://t.co/uQayXeeXqr #AFC #Alexis #CFCvAFC http://t.co/lSNLpIucWv http://t.co/LTOWPO9BAZ,bettingfun1,2015-09-19 11:36:28,1442662588869,,2
#Chelsea v #Arsenal - Money Back on losing bets if both teams score: http://t.co/HytJNYSnE6 #CFC #AFC #CFCvAFC http://t.co/WLMT0xQ6lS,freebiebet4u,2015-09-19 11:36:29,1442662589476,,2
"@ChelseaFC Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |",tryalvip,2015-09-19 11:36:30,1442662590560,,2
Feel sorry 4 #Giroud he's Getting it from all sides Especially his own Fans ex players etc of course he's confidence is Destroyed #AFC,topgooner100,2015-09-19 11:36:31,1442662591266,,0
Watching this Match in the middle of 3 chelsea fans...#CfcvAfc #AFC,Farouq_AU,2015-09-19 11:36:32,1442662592368,,2
#CFC v #AFC anyone got anything on it? I can see BTTS tbh.,Dynamobetting,2015-09-19 11:36:32,1442662592539,,2
Can arsenal really win today?? I certainly hope so.. #AFC,TIDEfolaLASH,2015-09-19 11:36:33,1442662593881,,2
"Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive 

Link: http://t.co/lISNSkom02 | https://t.co/s8DUdAhKBK",tryalvip,2015-09-19 11:36:34,1442662594863,,2
"Arsenal XI v Chelsea: Cech; Bellerin, Gabriel, Koscielny, Monreal; Coquelin, Cazorla, Ramsey, Ozil, Alexis; Walcott #AFC #CFC",Lucky_Rechubro,2015-09-19 11:36:35,1442662595115,,2
#AFC have a record high 39 shots on target 12 which came vs #SCFC last weekend. #CFCvAFC,bryoshavin,2015-09-19 11:36:35,1442662595887,,2
"#AFC XI: Čech, Bellerín, Gabriel, Koscielny, Monreal, Coquelin, Cazorla, Ramsey, Özil, Sánchez, Walcott",Kennedy_Wandera,2015-09-19 11:36:39,1442662599772,,2
"Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners
Link: http://t.co/lISNSkom02 | https://t.co/pXhKfNUH78",tryalvip,2015-09-19 11:36:43,1442662603129,,2
"@am_willikas Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |",tryalvip,2015-09-19 11:36:45,1442662605956,,2
When would Wenger learn that Ramsey isn't a winger#AFC,adinx,2015-09-19 11:36:51,1442662611619,,2
"Chelsea vs Arsenal lineup⚽
http://t.co/xvPTMsdCuZ
#AFC #CFC #CFCvAFC #CHEARS #wenger #mourinho #Jose #COYG #chevars #gunners #EPL #BPL #Mou",1alexcam,2015-09-19 11:37:00,1442662620014,,2
The pace of @Arsenal against @ChelseaFC ageing defence will be interesting to see #CFC #AFC #BPL #cfcafc #bettingtips #football,LazyFanSports,2015-09-19 11:37:03,1442662623327,,4
@sojay_shevy @jag_bros @Adeola0503 The biggest&amp; most pleasant news dis wkend is Saraki's arrest and the next 1 is #ChelseaFC defeat to #AFC,LordOJ,2015-09-19 11:37:05,1442662625959,,2
Any #CFCvAFC players in your #FPL team?  We've got 3 #AFC in defence on http://t.co/0Kqa9dy1Qv http://t.co/h7OW5YsMwA,SportDraftr,2015-09-19 11:37:13,1442662633546,,2
"a clean sheet for Cech, Theo double, 3 points for #AFC #COYG",SOLOstylz,2015-09-19 11:37:24,1442662644105,,2
"To win today, #AFC must be clinical &amp; unforgiving.
My Prediction. Clean sheet Cech &amp; Theo brace,Alexis stunner.
 #VCC #AFC",davidonjili,2015-09-19 11:37:28,1442662648721,,2
God help us today #AFC,sidramatic1,2015-09-19 11:37:29,1442662649323,,2
"Chelsea XI v Arsenal: Begovic; Ivanovic, Zouma, Cahill, Azpilicueta; Matic, Fabregas; Pedro, Oscar, Hazard; Diego Costa. #CFC #AFC",Lucky_Rechubro,2015-09-19 11:37:30,1442662650736,,2
#Retweet from @aishdon94: https://t.co/6Yt3AfjsjG #AFC #COYG,arsenalinks,2015-09-19 11:37:35,1442662655320,"{u'type': u'Point', u'coordinates': [51.555942, -0.108164]}",2
Chelsea v Arsenal – TEAM NEWS http://t.co/F3nz7uW1mI #Arsenal #AFC,gunners_today,2015-09-19 11:37:37,1442662657480,,2
'Making a big tackle like scoring to me' http://t.co/RkKyFZ54tm #Arsenal #AFC,gunners_today,2015-09-19 11:37:37,1442662657922,,2
Arsenal don't fuck this up #AFCvsCFC,alexanderjulz,2015-09-19 11:37:38,1442662658859,,2
Jangan ketinggalan serunya derby London Chelsea vs Arsenal http://t.co/GgeYsVeGNP #CFC #AFC #ligainggris #CFCvAFC http://t.co/gcF6XowFRS,suaradotcom,2015-09-19 11:37:41,1442662661492,,2
#AFC #WeAreArsenal#YaGunnerYa#COYG we need to win this one.,Charles_chain,2015-09-19 11:37:42,1442662662406,,2
#cech only needs 4 #bpl clean sheets to equal David james' 169 cs record. #CFCvAFC #AFC,bryoshavin,2015-09-19 11:37:44,1442662664948,,2
Up early and ready for match! #COYG #LondonDerby #AFC #Arsenal,goonergeek,2015-09-19 11:37:52,1442662672911,,4
@goal_id #CFC 2-1 #AFC. #MatchdayGoal,wiyasaputra,2015-09-19 11:37:53,1442662673265,,2
Walcott will definitely score. Fav this fam #CFC #AFC,MistrLecturer,2015-09-19 11:37:59,1442662679756,,2
@giggs_boson @arseblog totally agree. Calling someone a voyeur and specialist in failure is toilet talk. Disrespectful. Lacking class #AFC,JGGooner4Life,2015-09-19 11:38:01,1442662681467,,2
Comon Arsenal...three point coming back to North London! #COYG #AFC,KaranArman_,2015-09-19 11:38:03,1442662683327,,2
#AFC,eglc_,2015-09-19 11:38:06,1442662686234,,2
I'm sure @IanWright0 was about to say 'I've shot my load' when discussing his Arsenal prediction! #btsport #AFCvCFC,adam4187,2015-09-19 11:38:07,1442662687955,,2
Last call for 8/1 on Chelsea or 9/1 Arsenal: http://t.co/edPcsfkWJW #CFC #AFC #BPL #CFCvAFC http://t.co/QkWvoRYnfj,footballtips,2015-09-19 11:38:08,1442662688966,,2
Come on gunners including @Kellogs1025 ... let's show the world that we are the rulers of London. #AFC #COYG #BPL #ssfootball,kylechettinho,2015-09-19 11:38:14,1442662694422,,4
"@NBCSportsSoccer Looks like Arsene and Jose are now friends, should be a good match #AFC #CFC #BPLonNBC 

https://t.co/aLK0dNcoA0",fabricaverdeinc,2015-09-19 11:38:20,1442662700326,,4
"John Terry has been dropped for Chelsea, so I'm guessing he will not start today against Arsenal. #CFC #AFC",michaeIowen7,2015-09-19 11:38:21,1442662701138,,0
Comon Arsenal...three points coming back to North London! #COYG #AFC,KaranArman_,2015-09-19 11:38:29,1442662709790,,2
@ChelseaFC #CFC 3-1 #AFC #CFCvAFC  come on you Blues!!!!,siphelelemaqude,2015-09-19 11:38:30,1442662710597,,2
#AFC,ToniBrown96,2015-09-19 11:38:31,1442662711414,,2
#AFC,muzzxmir99,2015-09-19 11:38:31,1442662711811,,2
#AFC #COYG,antonjohansss,2015-09-19 11:38:34,1442662714654,,2
#CFCvAFC  5/6 H2H games between #CFC and #AFC went under 2.5 goals. Repeat? Bet here: http://t.co/YHB2Q2KU6v http://t.co/qOm5e4RNjJ...,RazerSport,2015-09-19 11:38:38,1442662718939,,2
"#AFC XI to play #CFC: Cech, Bellerin, Gabriel, Koscielny, Monreal, Coquelin, Cazorla, Ramsey, Ozil, Alexis, Walcott. #SkyFootball",Kyarison,2015-09-19 11:38:41,1442662721043,,2
@Arsenal  #AFCvCFC  lets get an away win and bury @ChelseaFC,scottwilkins11,2015-09-19 11:38:42,1442662722379,,2
The bridge is too far... That's a punch line right there John Dikes. #AFC-CFC #LondonDerby,Baffah__g,2015-09-19 11:38:49,1442662729071,,2
"#CFC XI to play #AFC: Begovic; Ivanovic (c), Zouma, Cahill, Azpilicueta; Matic, Fabregas; Pedro, Oscar, Hazard; Diego Costa. #SkyFootball",Kyarison,2015-09-19 11:38:53,1442662733195,,2
"Still gonna be weird watching @PetrCech playing at Stamford Bridge in @Arsenal jersey. WTH, get us 3 points please! #CFC vs #Arsenal #AFC",putisaleh,2015-09-19 11:38:54,1442662734608,,2
I am looking forward to Costa daring to get in Gabriel's face though. #AFC,himynameismick,2015-09-19 11:38:54,1442662734957,,2
"Prediction:
@ChelseaFC 2 - 1 @Arsenal 
#CFC #AFC #CHEARS",xdidiandrax,2015-09-19 11:38:58,1442662738369,,4
"@KaranArman_ Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |",tryalvip,2015-09-19 11:38:58,1442662738721,,2
"@Musti_D1 Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |",tryalvip,2015-09-19 11:39:01,1442662741647,,2
"@eglc_ Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |",tryalvip,2015-09-19 11:39:03,1442662743614,,2
Never lose faith! Come on Chelsea! Come on Chelsea! ⚽️ #LondonDerby #CFC #Chelsea #CHEARS #AFC #arsenal,DyrynArt,2015-09-19 11:39:04,1442662744703,,2
"1945 gais uhuks

#COYG #AFC #AFCvCFC #CHEARS #BPL 🙆",mandaefa,2015-09-19 11:39:12,1442662752343,,2
Score predictions? #CFC #AFC,TransferMoves,2015-09-19 11:39:21,1442662761094,,2
"Must Win game for #CFC 
Must stay tight at the back and exploit all #AFC vulnerabilities. 
COME ON YOU BLUES #COYB #CFCvAFC",nms595,2015-09-19 11:39:25,1442662765268,,2
Theo Gonna Smash it Today HATRICK!!! #AFC #COYG,topgooner100,2015-09-19 11:39:27,1442662767191,,2
Vai começar o jogo do #CFC x #AFC,matheusmickeli,2015-09-19 11:39:27,1442662767859,,2
"@Bishalpaudel13  sanches, ozil, ramsi, geroud, n chek ....... R rady to stop them n redy to win over #CFC #AFCvsCFC",bamb_dear,2015-09-19 11:39:29,1442662769156,,2
Massive game for #Arsenal today. Must beat Chelski. #COYG #AFCvCFC,luisvguevara,2015-09-19 11:39:30,1442662770075,,2
Come On You Gunners  #AFC,OtfWenger,2015-09-19 11:39:30,1442662770142,,2
#COYG #Arsenal #AFC,14thgunner1,2015-09-19 11:39:30,1442662770764,,2
#Ozil has registered a league high 76 goal scoring chances in #bpl in 2015 #CFCvAFC #AFC,bryoshavin,2015-09-19 11:39:35,1442662775850,,2
#AFC,AlmightyTrei,2015-09-19 11:39:37,1442662777885,,2
#COYG #AFC,AzorlayO,2015-09-19 11:39:39,1442662779514,,2
Gotey mooh mein moment. #AFC,Brewkenstein,2015-09-19 11:39:41,1442662781849,,2
"COME ON @ChelseaFC!!!
#cfc vs #AFC",Hunkosaurus_Rex,2015-09-19 11:39:43,1442662783018,,2
C'mon #AFC !,adnan_gooner98,2015-09-19 11:39:44,1442662784523,,2
#AFC,ohpun_mind,2015-09-19 11:39:48,1442662788468,,2
"Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |1",tryalvip,2015-09-19 11:39:48,1442662788582,,2
"#AFC XI: 

Cech
Paulista
Koscielny
Monreal
Bellerin
Özil
Ramsey
Sánchez
Cazorla
Coquelin
Walcott

#CHEARS",FLOWJamaica,2015-09-19 11:39:48,1442662788806,,2
What a game to start the football weekend. Come On Football #CFC #AFC #BPL,Temphiz,2015-09-19 11:39:49,1442662789658,,2
"Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |2",tryalvip,2015-09-19 11:39:49,1442662789835,,2
"Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |3",tryalvip,2015-09-19 11:39:50,1442662790911,,2
"Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |4",tryalvip,2015-09-19 11:39:51,1442662791948,,2
"اتوقع

فوز ارسنالي بـ فارق هدفين، خطأ تحكيمي فادح في المباراة، [ بيغوفيتش ] رجلاً للمباراة !

#CFC #AFC #تيشلسي_ارسنال",Tree_MU,2015-09-19 11:39:52,1442662792886,,2
"Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |5",tryalvip,2015-09-19 11:39:52,1442662792952,,2
Stamford Bridge is going down #AFC,mysteko,2015-09-19 11:39:53,1442662793711,,2
#CFCv#AFC,AB_Razzak24,2015-09-19 11:39:53,1442662793888,,2
"Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |6",tryalvip,2015-09-19 11:39:54,1442662794049,,2
"So excited to see #CFC vs #AFC
Good luck for both teams and hope Chelsea wins!",BauRBLX,2015-09-19 11:39:54,1442662794667,,4
"Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |7",tryalvip,2015-09-19 11:39:55,1442662795755,,2
"Would Giroud get into any of top 4 in EPL ,Top 4 in Spain,Top 2 in Germany or Top 4 in Italy ?So how did Wenger not see anyone better?! #AFC",eduboy14,2015-09-19 11:39:57,1442662797052,,2
"Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |8",tryalvip,2015-09-19 11:39:57,1442662797244,,2
"Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |9",tryalvip,2015-09-19 11:39:58,1442662798739,,2
@TransferMoves Chelsea 3-1 #CFC #AFC,TottenhamFC93,2015-09-19 11:39:58,1442662798827,,2
"It's not big or clever, but wouldn't it be great if Mourinho &amp; Wenger ignored handshakes and came out and head-butted each other
#CFC #AFC",NeilHumphreys,2015-09-19 11:39:58,1442662798910,,2
"Watch Youtube HD: #Chelsea vs #Arsenal
#CFC #AFC #CFCvAFC #CHEARS #CFCLive #Gunners #BPL

Link: http://t.co/lISNSkom02 |10",tryalvip,2015-09-19 11:40:00,1442662800302,,2
"Nobar @AIS_BKS supported by @BolacomID 
#Support
#AFC (with AIS Bekasi and Yuliana) [pic] — https://t.co/EZkNIc9Z64",jumharry,2015-09-19 11:40:02,1442662802194,,4
Found somewhere to watch the football (obviously). Come on Arsenal! #AFC #COYG,Siggy__,2015-09-19 11:40:06,1442662806096,,4
"Cech, Bellerin, Gabriel, Koscielny, Monreal, Coquelin, Cazorla, Ramsey, Ozil, Sanchez, Walcott #AFC",Eastbridge_SB,2015-09-19 11:40:09,1442662809299,,2
C'mon you Gunners!!! ⚽ 🔴⚪🔴 #COYG #AFC,rushhyyy,2015-09-19 11:40:09,1442662809338,"{u'type': u'Point', u'coordinates': [53.480351, -2.601412]}",2
COYG!!!! #UTA #AFC #Arsenal,sandarious,2015-09-19 11:40:11,1442662811322,,2
At the bridge for the Arsenal #AFC #CFCvAFC #COYG,_curtin21,2015-09-19 11:40:14,1442662814161,,2
It's time for this Arsenal team to re-pay the unbelievable faith your fantastic manager has placed in you. Huge test. #onearsenewenger #AFC,niallfvac,2015-09-19 11:40:15,1442662815716,,4
Home in time to (most likely) watch #AFC make #CFC look like champions cause we're compassionate.,jesuiskx,2015-09-19 11:40:15,1442662815919,,2
Cushion✅ Nervous✅ Arsenal✅ #AFCvCFC #COYG,Nellypope67,2015-09-19 11:40:17,1442662817252,,2
No to pora na wygraną #AFC,OsypiukM,2015-09-19 11:40:17,1442662817905,,2
Up At 4:30 to watch Some #AFC Lets go @Arsenal,NicSparkman,2015-09-19 11:40:20,1442662820928,,4
#COYG #AFC,aeft111,2015-09-19 11:40:21,1442662821247,,2
Come on arsenal #COYG  #AFC #ARSENAL,rhysmead12345,2015-09-19 11:40:22,1442662822338,,2
"Massive game, come on Arsenal! #COYG #AFC",matt1taylor,2015-09-19 11:40:23,1442662823194,,2
Why mourinho bench ivanovic na. i would have had dis song on my lips #EPL #Mufc #CFCvAFC #AFC #CFC http://t.co/slM9ehG06y,EcrisChimah,2015-09-19 11:40:23,1442662823337,,2
COME ON ARSENAL ! #AFC #REDARMY,FlamIsTheMan,2015-09-19 11:40:25,1442662825553,,2
Mourinho never lost a PL game against Arsenal... Hope the streak continues. #AFC-CFC #LondonDerby,Baffah__g,2015-09-19 11:40:30,1442662830519,,0
All the best lads #AFC. #CHEARS,sleem_tee,2015-09-19 11:40:31,1442662831214,,2
#COYG #COYG #COYG #AFC,keitumeletswe,2015-09-19 11:40:32,1442662832987,,2
