text,user,created_at,timestamp,geo,lang,polarity
el classico in 15 minutes.,Abdurr_97,2015-11-21 17:02:48,1448125368438,,es,2
"fuck, i can't watch el classico😩",_jennni_x3,2015-11-21 17:02:49,1448125369340,,en,0
Ready for elclassico hewhew,NzmRhmn,2015-11-21 17:02:49,1448125369280,,en,2
"@Olurops doc, wat time is el classico",lanredemola,2015-11-21 17:02:52,1448125372853,,en,2
el classico is gonna be exciting for everyone except for Arsenal fans,Ki_mutai,2015-11-21 17:02:53,1448125373742,,en,2
Saws za el classico,kiihassan,2015-11-21 17:02:54,1448125374743,,en,2
https://t.co/k241nuwCGJ one of my favorite el classico goals,Julietisthebae,2015-11-21 17:02:58,1448125378492,,en,2
It's that time if the year again #elclassico,Bunny_171,2015-11-21 17:03:03,1448125383526,,en,2
Football day . #elclassico hala madrid https://t.co/jxvaUwuHv0,MchitUzun,2015-11-21 17:03:09,1448125389220,,en,2
What time is elclassico?,karthik_CFC,2015-11-21 17:03:12,1448125392708,,en,2
Chelsea won and el classico later,MohamedMumin_11,2015-11-21 17:03:13,1448125393110,,en,2
Lemme just rid my mind off this horrible result by watching the elclassico.,kunlechi,2015-11-21 17:03:13,1448125393167,,en,0
Still waiting for el classico #HalaMadrid,kujangga7,2015-11-21 17:03:16,1448125396415,,en,2
#Matchday #LFC #MCILIV and I don't care about el classico!! #YNWA,Faris_Masardhi,2015-11-21 17:03:21,1448125401627,,en,2
It's got to be the elclassico 🙌🏻,s28ptl,2015-11-21 17:03:21,1448125401808,,en,2
Cptla skit elclassico,Izzsabki,2015-11-21 17:03:22,1448125402191,,en,2
damn didn't even know el classico was on today,jaybuckets_,2015-11-21 17:03:29,1448125409442,,en,0
@rana_usman its elclassico night and I m prefrng karahi over the biggest game of the year! So it bttr b worth it,ali_hashaaam,2015-11-21 17:03:33,1448125413239,,en,4
Time for #elclassico!!!!!!!,Johnson7criss,2015-11-21 17:03:38,1448125418929,,en,2
Hopefully el classico will erase that game from memory lol,ThenNow4evaBlue,2015-11-21 17:03:39,1448125419714,,en,2
"@bradyyyybunch @TylerV301 @29Crawford hey if you faggots could wake up and answer your phones that'd be great. ""Come watch el classico""",DerekHardy_,2015-11-21 17:03:43,1448125423850,,en,4
Time for el classico,simplesenio,2015-11-21 17:03:49,1448125429850,,es,2
Only el classico would give you galaxy of top players like this....,Kaybaba_mi,2015-11-21 17:03:56,1448125436446,,en,2
When you and your dad want to watch bayern vs schalke on the big tv but my mom and her friend want to watch el classico on it #BeefTing,vlad_steveo,2015-11-21 17:03:59,1448125439730,,en,2
Should be at go karting right now instead sitting at home builder sitting and watching el classico on my ipad..,navz_10,2015-11-21 17:04:08,1448125448045,,en,2
People who don't pay their taxes shouldn't play in el classico 😊,liltimdegunner,2015-11-21 17:04:09,1448125449052,,en,2
Up Madrid #elclassico,Johnson7criss,2015-11-21 17:04:09,1448125449305,,en,2
The el classico presenter.. how many dicks did u suck to get there? 😂,Edris_Delveccio,2015-11-21 17:04:10,1448125450503,,en,2
#elclassico and city-liverpool comin up,G_unit_55,2015-11-21 17:04:10,1448125450502,,en,2
#AndtheTruthis i'm ready to watch elclassico,i_m_odd,2015-11-21 17:04:11,1448125451700,,en,2
Mio tv why can't you show el classico? You don't want money isit?,EmuLurvesYou,2015-11-21 17:04:14,1448125454792,,en,2
"6:15pm @lanredemola: @Olurops doc, wat time is el classico""",Olurops,2015-11-21 17:04:19,1448125459298,,en,2
10 minutes el classico 😋,claireltz_,2015-11-21 17:04:25,1448125465652,,es,2
"Hopefully I'll be cheered up by the el classico.

I love an el classico me.

#thelclassico",ihwright,2015-11-21 17:04:26,1448125466388,,en,4
Which channel is showing el classico?,Halaku_Khan,2015-11-21 17:04:28,1448125468166,,en,2
@Arsenal don't worry. We continue the banterrrr after el classico :),kbone_,2015-11-21 17:04:29,1448125469284,,en,4
Ome funny bout el classico z dat both messi nd c ronaldo ll shook hands as if they re meeting each other for the first time............,Iam_manifest,2015-11-21 17:04:33,1448125473342,,en,2
Ready 💙❤️ visca Barça #ajiness™ #elclassico #viscabarça https://t.co/RjhPn94dCJ,asiaees21,2015-11-21 17:04:38,1448125478792,,es,2
two tabs to steam city and el classico games...life,sudo_nem,2015-11-21 17:04:39,1448125479555,,en,2
#selfie #elclassico #madrista #RealMadrid #friends @ El-Madrasa https://t.co/uimwz5l7Ov,MrBOodYy,2015-11-21 17:04:46,1448125486926,"{u'type': u'Point', u'coordinates': [30.03715316, 31.21332765]}",es,2
el classico #viscabarca #respect #ggmu (with Alvian) [pic] — https://t.co/DRSSb3Xs10,dedesfyn,2015-11-21 17:04:50,1448125490871,,en,2
el classico got me feelin ways,shadivaaa,2015-11-21 17:04:51,1448125491014,,en,2
It's that time of the year again #elclassico,Bunny_171,2015-11-21 17:04:52,1448125492116,,en,2
Menanti el classico,wak_hendry,2015-11-21 17:04:53,1448125493206,,es,2
Right time to watch el classico,DonPhlez,2015-11-21 17:04:53,1448125493453,,en,2
"Can someone watch el classico with me, thanks",danielpereira_7,2015-11-21 17:04:55,1448125495975,,en,4
Sawa za el classico,kiihassan,2015-11-21 17:04:57,1448125497481,,es,2
idc bout du30. its elclassico,cabozandro,2015-11-21 17:04:58,1448125498576,,en,2
Barça #elclassico #FCB,kendrick_blair,2015-11-21 17:05:00,1448125500751,,es,2
@Clemmo25flow @SMukangai @alikauleni @Dj2one2 ..elclassico now..soo happy arsenal lost..hahaha,bostacy2,2015-11-21 17:05:09,1448125509986,,en,4
"Am I the only one who will watch city Liverpool instead of el classico?,",daldino,2015-11-21 17:05:17,1448125517952,,en,2
vamo ver el classico ne,owrobsten,2015-11-21 17:05:20,1448125520335,,es,2
"Cleaned shons car so i can watch el classico and citeh game on spilt screen. 

Big mistake, she is such a tramp.

#keepyourcarclean",themarkarnold,2015-11-21 17:05:22,1448125522309,,en,2
"It's ryt abt time, elclassico on point..",Shakiru_aina,2015-11-21 17:05:24,1448125524318,,en,2
Time for el classico,soualive,2015-11-21 17:05:28,1448125528792,,es,2
"Chelsea won, el classico is up next, and man city plays liverpool, it's a good day for soccer",dcochrane808,2015-11-21 17:05:29,1448125529219,,en,4
"@deqtanAriss @firdausazizul rest,malam ni ada el classico",rizorawang,2015-11-21 17:05:29,1448125529240,,es,2
Loving this! Well done @skyfootball!! #epl #laliga #elclassico #mcfc #lfc #realmadrid #fcbarcelona… https://t.co/JbTCoHThLj,the_davioli,2015-11-21 17:05:31,1448125531247,,en,4
"Time for #elclassico - MESSI on the bench for Barcelona! Ronaldo, Bal and Benzema start for Real Madrid... @TheAsianToday",Surj_KumarShow,2015-11-21 17:05:33,1448125533205,,en,4
el classico #gid,jordanshepherd5,2015-11-21 17:05:35,1448125535379,,es,2
@SuperSportBlitz @SuperSportTV clearly your team is run by brits who trying to promote it to compact subscribers BS show el classico,cafulele,2015-11-21 17:05:36,1448125536029,,en,2
"canny beat el classico man, buzzing for it⚽️",stevenfraser96,2015-11-21 17:05:42,1448125542337,,en,2
It's premium time el classico,CIEGHLE,2015-11-21 17:05:43,1448125543373,,en,2
el classico to end in a 2-2 draw,KhennyBlaze_,2015-11-21 17:05:43,1448125543808,,en,2
@Calfreezy  who will win el classico?,ShishodiaHarsh,2015-11-21 17:05:44,1448125544430,,en,2
Everyone's tl is about to be about el classico,NovaIris,2015-11-21 17:05:44,1448125544445,,en,2
What qualifies Chad ochocinco to be on the sideline pregame? #elclassico https://t.co/xpQXeZvqNh,baristasmith,2015-11-21 17:05:50,1448125550330,,en,2
To whoever is finding live streams to el classico; i got your back fam https://t.co/115LcYQeB0,achanzeggie,2015-11-21 17:05:57,1448125557048,,en,2
Time to watch sport tv! #elclassico,AIR0910,2015-11-21 17:05:59,1448125559462,,en,2
It's el classico ffs. https://t.co/FskjlvvVft,agbaya_,2015-11-21 17:06:02,1448125562876,,en,2
Final dota or el classico,R4himiJ4m4ludin,2015-11-21 17:06:07,1448125567940,,es,2
@AdelineVideos @KeyzaYTB  el classico #FCBarcelona #RealMadrid,PThebigshow,2015-11-21 17:06:13,1448125573366,,es,2
Lantak la Wenger nk buat ape..time for el classico..,kulsqzainul89,2015-11-21 17:06:16,1448125576287,,en,2
Up next el classico baby going for a cheeky 3-3,francismuls,2015-11-21 17:06:16,1448125576613,,en,2
"lien real barca #elclassico
https://t.co/O3JEJ5tEkB",Alexandre_Devin,2015-11-21 17:06:18,1448125578814,,es,2
"Messi, Benzema on the bench for El Clásico https://t.co/X64HT0XXH0
#Elclasico #elclassico #ElClásico #messi #benzema https://t.co/JNLB9M0Zdb",entertainhero,2015-11-21 17:06:20,1448125580338,,es,2
going to watch el classico and go to sportings stadium cya,L7Tico,2015-11-21 17:06:21,1448125581369,,en,2
"Visca Barca Visca Catalunyaaa...
haste el muerte !!!
#barcadays #elclassico [pic] — https://t.co/UXPB5IHdvA",fstyleanggit10,2015-11-21 17:06:21,1448125581377,,es,2
@iamsaikming el classico nights are the best nights,CarmenGotSwagg,2015-11-21 17:06:22,1448125582487,,en,4
"man utd menang , el classico harini huhu hadiah birthday paling best from football world 💕",hfydnsh,2015-11-21 17:06:27,1448125587683,,en,2
Are you ready for el classico?,rasbanten,2015-11-21 17:06:27,1448125587835,,en,2
@SuperSportTV still cant believe you guys are not playing el classico on SS3...#proEPL as always,HalimanaB,2015-11-21 17:06:32,1448125592379,,en,0
"Listos! We are ready!
#elclassico #passionporelfutbol #realmadrid #barcelona #10 #futbol #soccer  @ESbeINSPORTS https://t.co/2nqe02HjyE",yayis610,2015-11-21 17:06:37,1448125597732,,en,2
Aqui viendo el classico🤓⚽️ #Soccerislife❤️,_jelber,2015-11-21 17:06:44,1448125604627,,es,2
Game is on elclassico,AlexanderAwan,2015-11-21 17:06:57,1448125617529,,en,2
Ya dancer. ..el classico is on sky1. ...fuck sky sports,dannydick67,2015-11-21 17:06:59,1448125619623,,en,2
el classico #fcb,muhdejats,2015-11-21 17:07:03,1448125623118,,es,2
@MattHDGamer el classico,BruhDatQuaad,2015-11-21 17:07:15,1448125635722,,es,2
"Man City v Liverpool kicking off @ 5:30, also showing el classico, Real v Barca @ 5:15. Check out our November... https://t.co/hhtdLGh4C0",PaddyTheFarmers,2015-11-21 17:07:16,1448125636353,,en,2
Less than 10 minutes till #elclassico #viscabarca ❤,fyeahrafa,2015-11-21 17:07:16,1448125636828,,en,2
tym for el classico hala madrid!!!!,JohnWedam,2015-11-21 17:07:20,1448125640691,,en,2
I want to watch el classico :(,Sofieeeyaaa,2015-11-21 17:07:35,1448125655148,,en,2
missing el classico ;((,casimirojulia20,2015-11-21 17:07:41,1448125661660,,en,0
"Time to watch el classico ......who do you want to see score  tonight.neymar,ronaldo,messi,suarez ,bale or benzema?",mrskxgh,2015-11-21 17:07:42,1448125662487,,en,2
el classico soon....,Gorgees_Shukri,2015-11-21 17:07:43,1448125663526,,en,2
Yes here we go elclassico✌🏿️⚽️🏃🏽🏃🏽🏃🏽🏃🏽🏃🏽🏃🏽 https://t.co/6uWLspCDVY,i_iliyas,2015-11-21 17:07:44,1448125664333,,en,2
"""@itz_Prince4real: @pHiL_pAbLo thanks kraa no mercy... I go score u""😂😂 na ur coach sef dey go d
spy el classico",pHiL_pAbLo,2015-11-21 17:07:47,1448125667385,,en,4
I bet money on #elclassico so let's go #barcelona ⚽️,blohawk,2015-11-21 17:07:50,1448125670294,,en,2
Time for #elclassico!,serdarkara_22,2015-11-21 17:07:54,1448125674208,,en,2
Good guy skysports UK offering split screen to watch el classico and man city Vs. Liverpool.,fauzanasyraaf,2015-11-21 17:07:56,1448125676116,,en,2
Who do you think will win this? #elclassico #realmadrid #barcelona https://t.co/ZRWs6bwxKV,RabihJaber87,2015-11-21 17:08:04,1448125684700,,en,2
Proper teams noo #elclassico,pooch47,2015-11-21 17:08:06,1448125686486,,en,0
lig tv3 de el classico izlenir,samte19844,2015-11-21 17:08:09,1448125689729,,es,2
Jom! Game el classico. Mamak!,hanan_464,2015-11-21 17:08:15,1448125695767,,en,2
"La gente tiene hype con el classico, yo con el nuevo capitulo de owarimonogatari i haikyuu",zicoken,2015-11-21 17:08:17,1448125697514,,es,2
Elclassico tickets. Gonna see it on the big screen... barcaaaa #show #football #laliga #elclassico… https://t.co/97W7Cnd9ot,manigamer,2015-11-21 17:08:27,1448125707745,,en,2
Few minutes before elclassico,nama_saya_afifi,2015-11-21 17:08:28,1448125708059,,en,2
mio tv tkde el classico pe?,amiirull,2015-11-21 17:08:28,1448125708285,,es,2
"el classico yawww.
kemon real madrid",KA_syazwan,2015-11-21 17:08:28,1448125708791,,en,2
"#UsanjariWaSoka
el classico liveeee 8:15pm saa za mombasa !!!  @mmkalla na @SBarissa_Salim . https://t.co/6ndjrkEVHz",BahariFM,2015-11-21 17:08:31,1448125711766,,es,2
@Louie8751 el classico?,Rake_Jyan8,2015-11-21 17:08:32,1448125712410,,es,2
Come on then Cristiano &amp; Madrid ⚽️#elclassico,willwinter10,2015-11-21 17:08:33,1448125713489,,en,2
Abegi el classico is about rock ur world you are busy telling mi mancity nd liverpool are playing....,Kaybaba_mi,2015-11-21 17:08:36,1448125716091,,en,4
Lets go lets go lets go #elclassico,yuNgmBA,2015-11-21 17:08:44,1448125724586,,en,4
@jvgonh ready for the game. Forza football and hope for a great game @elclassico,MartinLangvad,2015-11-21 17:08:54,1448125734477,,en,4
"If i had a girlfriend, house and kids i would happily bet all of them on both teams to score in el classico #ElClasico",tom_bunt88,2015-11-21 17:08:55,1448125735313,,en,2
"For all el classico fans, it's on Sky1 - enjoy and thank me later!!!",GurmitChouhan,2015-11-21 17:08:57,1448125737818,,en,4
Hate not having sky can't watch the el classico,grantmcmillan69,2015-11-21 17:08:58,1448125738039,,en,0
lol wow as el classico start dem cut off a mi tv,TheImmortalRoy,2015-11-21 17:08:59,1448125739011,,en,2
Visca Barca! #mesqueunclub #elclassico,itsme_jesus4,2015-11-21 17:08:59,1448125739184,,es,2
el classico #HalaMadrid,amirulezrin,2015-11-21 17:09:00,1448125740173,,es,2
to watch el classico or not?,liimsanity,2015-11-21 17:09:04,1448125744056,,en,2
el classico or Liverpool city,luketayIor,2015-11-21 17:09:09,1448125749703,,en,2
Time for el classico come on barca.!,mchad86,2015-11-21 17:09:11,1448125751005,,en,2
Can you feel it ??? # elclassico #HalaMadrid  @realmadriden  @farazmalik08 @NeelNeelpatel96 😎😎😎😎,KeyurKeyurunde,2015-11-21 17:09:14,1448125754441,,en,2
I really wish I didn't have work the day of el classico,molehamad,2015-11-21 17:09:17,1448125757883,,en,0
el classico or premier league,dgafniff_,2015-11-21 17:09:24,1448125764442,,es,2
It doesn't get Bigger than this in World Football. Its #elclassico where #RMA take on #FCB.Live in &lt; 10min.#fcblive #RMAFCB #ForcaBarca,durgadas2805,2015-11-21 17:09:27,1448125767199,,en,2
el classico #vamosbarca😎 [pic] — https://t.co/mlcHsuwRCk,jannykorompis,2015-11-21 17:09:30,1448125770669,,es,2
now can watch el classico peacefully now that chelsea finally won again haha,infzer0,2015-11-21 17:09:33,1448125773502,,en,4
el classico 😻⚽️💗,ChulaKayla,2015-11-21 17:09:36,1448125776265,,es,2
ready for #elclassico,ariz89,2015-11-21 17:09:37,1448125777389,,en,2
Getting ready for el classico. One of the best sporting events of the year. #FCBarcelona.,sundarpichai,2015-11-21 17:09:44,1448125784262,,en,2
@matheuspiresan el classico? fox sport,anacatarinaa_,2015-11-21 17:09:44,1448125784343,,es,2
"Real Madrid x Barcelona 

#realmadrid #halamadrid #barcelona #elclassico #partido #santiagobernabeu… https://t.co/iG4L45DNxR",LksVitor,2015-11-21 17:09:45,1448125785094,,es,2
#fcb #elclassico ViscaBarca 💙❤️,iBrahimBarc,2015-11-21 17:09:46,1448125786597,,es,2
el classico the same time as our game damn,abdihakeemM,2015-11-21 17:09:50,1448125790868,,en,2
How can they put man city v liverpool on at the same time as el classico 😧😦,garwood22,2015-11-21 17:09:54,1448125794714,,en,2
So many watching el classico instead of our game smh😥,dakotajasmine13,2015-11-21 17:09:55,1448125795099,,en,2
Epl weekend awesome now to el classico football wknd too goooooooood,agustinemuli,2015-11-21 17:09:56,1448125796971,,en,4
@zzzizan layan el classico la,azhari_baharin,2015-11-21 17:10:01,1448125801072,,es,2
el classico who's watching it and where!,MISANTOJITOS,2015-11-21 17:10:06,1448125806079,,en,2
Hala Madrid y nada mas – en train de regarder el classico,HassaniAli23,2015-11-21 17:10:05,1448125805995,,es,2
Loving to see Aitor as the pundit for el Classico #elclassico #utb,owenKlyons,2015-11-21 17:10:06,1448125806403,,en,4
Dah start ke el classico ?,NazrinNazss,2015-11-21 17:10:06,1448125806791,,en,2
More then ready for el classico 👌,josesolis671,2015-11-21 17:10:08,1448125808813,,en,2
#elclassico tingz,DaRealMedina,2015-11-21 17:10:16,1448125816362,,en,2
Time for some #elclassico,Rilwan_AM,2015-11-21 17:10:25,1448125825784,,en,2
watching #elclassico,HassanMuzaffar4,2015-11-21 17:10:26,1448125826691,,en,2
I woke up in time for #elclassico let's see how this game is 🙂,emelyblossom,2015-11-21 17:10:29,1448125829256,,en,2
If @GarethBale11 has a good game then we will definitely take it! #HalaMadrid #elclassico,KeithLATE,2015-11-21 17:10:30,1448125830391,,en,4
13 minutes to go #elclassico,Jaguarpaw337,2015-11-21 17:10:33,1448125833222,,en,2
Was tryna hurry up and finish shoveling before el classico,litto_erik,2015-11-21 17:10:33,1448125833277,,en,2
@teddi_speaks let's focus on elclassico! We both know u don't want to troll Madrid this night,dey_callmedammy,2015-11-21 17:10:34,1448125834598,,en,2
El relegato match finished. Now el classico,taulant_k,2015-11-21 17:10:44,1448125844183,,en,2
Vamos real #halamadrid elclassico,sajidraufkhatta,2015-11-21 17:10:45,1448125845102,,es,2
"🇪🇸 Live on Sky Sports

Get 10/1 RONALDO to score + 
REAL to win #elclassico

&gt;&gt; https://t.co/IFZuEXNxd7 WIN £50 ⚽️https://t.co/lus7YUGWxn",sportsoffers4u,2015-11-21 17:10:45,1448125845743,,en,2
"🇪🇸 Live on Sky Sports

Get 10/1 RONALDO to score + 
REAL to win #elclassico

&gt;&gt; https://t.co/sq2iHzjYhG WIN £50 ⚽️https://t.co/CTiIvhN2Cl",sportsfunnies4u,2015-11-21 17:10:45,1448125845822,,en,2
Experiencing el classico in person would be insane,_laaaurennn,2015-11-21 17:10:55,1448125855355,,en,2
IT'S STARTING.....IM HAVING AN ATTACK....I CAN'T BREATHE!!! Lets go MADRID!!! #elclassico,colombian_girll,2015-11-21 17:11:04,1448125864073,,en,2
If only elclassico and the city game was not at the same time. Decisions Decisions.,SirKamauMwangi,2015-11-21 17:11:07,1448125867358,,en,0
"El classico :D GO BARCA  :D
#vivabarca
#vivamsn
#elclassico",TonmoyTehDipto,2015-11-21 17:11:08,1448125868244,,es,2
@Blacknosee @iseborfrank @vardy7 @dafunzee anyone with a link were I can watch el classico online,uwandulu,2015-11-21 17:11:12,1448125872598,,en,4
Good day for the real football fans out there! #elclassico,young_moist,2015-11-21 17:11:13,1448125873075,,en,4
Ready for da match of the year...#elclassico,kofi_lamar,2015-11-21 17:11:14,1448125874500,,en,2
#elclassico time#barcavsrealmadrid can't wait..hala madrid,msanoj,2015-11-21 17:11:18,1448125878855,,en,2
how is el classico and the liverpool and city game clashing sky sports taking the piss,ShaahUddin,2015-11-21 17:11:19,1448125879197,,en,2
@ariffrozainii el classico,PressidentPetai,2015-11-21 17:11:20,1448125880203,,es,2
"anyway, im supporting madrid for el classico",adamjohannnn,2015-11-21 17:11:27,1448125887699,,en,2
In honor of #elclassico today! #vamosbarça https://t.co/omaRYFCZre,Maniac_Minster,2015-11-21 17:11:33,1448125893933,,en,2
yesss el classico and chill !  https://t.co/TvmiZSH23O,erfanpaan,2015-11-21 17:11:36,1448125896622,,en,2
Lets go Madrid #elclassico,Blackkstar,2015-11-21 17:11:48,1448125908748,,en,2
bye2 signal.. el classico yukk,arehpami,2015-11-21 17:11:50,1448125910950,,en,2
#el classico time,ilker_bildik,2015-11-21 17:11:56,1448125916235,,en,2
el classico game .,nurraziqluqman,2015-11-21 17:11:56,1448125916777,,en,2
10 minit lagi kick off el classico,TheKuthiq,2015-11-21 17:11:57,1448125917157,,en,2
Ayuh el classico,mus_shams,2015-11-21 17:11:58,1448125918423,,es,2
let d el classico begin,Damage_Piece,2015-11-21 17:12:04,1448125924021,,en,2
am I actually going to miss el classico :| ...,RaKaNDaH,2015-11-21 17:12:05,1448125925474,,en,2
buzzing for the elclassico,liamarcherx,2015-11-21 17:12:07,1448125927106,,en,2
woohoo elclassico,CaptainFiqo,2015-11-21 17:12:09,1448125929247,,es,2
el classico gaiss,farhan_joo,2015-11-21 17:12:16,1448125936158,,en,2
Are you serious @virginmedia ?! Dw tho it's only el classico. Not like it's a big game https://t.co/PQc3XaphPJ,zai0s,2015-11-21 17:12:18,1448125938211,,en,0
el classico 🙌🏽👏🏽🙌🏽,EvyyMacc,2015-11-21 17:12:18,1448125938807,,es,2
"El classicooooo!!!! #nobar #elclassico #viscabarca #ibct (with Babal, aulia, and 11 others at CFC Cikokol) — https://t.co/GMaDnYUk7T",arezantariksa,2015-11-21 17:12:20,1448125940770,,en,2
Kita focus on el classico tonight k. #RealMadrid #HalaMadrid 💪,fiqasy,2015-11-21 17:12:21,1448125941707,,en,2
"el classico (with Rakha, Ilham, and 4 others at The Barrels) [pic] — https://t.co/jsguwGUBhO",dicky_anggaa,2015-11-21 17:12:23,1448125943104,,en,2
el classico game,ainolzahiruddin,2015-11-21 17:12:23,1448125943201,,en,2
"@KenyaPower_Care of sustained faults, technicians on site and robotic responses...let me tune in to radio jambo for el classico!",orgieogweno,2015-11-21 17:12:24,1448125944322,,en,4
When no one sings the anthem at ur own stadium during el classico. Santiago bernabeu for you,RyanSFCB,2015-11-21 17:12:25,1448125945602,,en,2
Barcelona all the way! Let's get the W for el classico.@a_giois,ariannaamunozz,2015-11-21 17:12:25,1448125945737,,en,4
@beINSPORTSUSA amazing el classico event! Thanks beIN #elclassico #football #Barcelona https://t.co/IHV4fs5hR7,lordridleym,2015-11-21 17:12:33,1448125953901,,en,4
Citeh vs Liverpool.. aint nobody got time for that.. it's el classico yeowww 😈,MikeDeGea,2015-11-21 17:12:34,1448125954673,,en,0
I hope we win this el classico,azhari_baharin,2015-11-21 17:12:34,1448125954880,,en,2
@iYadav11 lol you watch one (2 if we're lucky) el classico every year. You could feature as a pundit for comments :D,NoNo_MoneySingh,2015-11-21 17:12:37,1448125957007,,en,4
Terus elclassico,Shahril_yasar,2015-11-21 17:12:40,1448125960604,,es,2
Anyone know whr to watch el classico hahahhaa idk leh,farihinjasni,2015-11-21 17:12:41,1448125961978,,en,2
el classico is the one,Callumstayte,2015-11-21 17:12:46,1448125966705,,en,2
Hope big boy Neymar wins the el classico for the man,nomanuzaj,2015-11-21 17:12:47,1448125967467,,en,2
Its el classico boy !!!!!,TommyChuah,2015-11-21 17:12:48,1448125968511,,en,2
First elclassico of the season 😍 finally here,BasselC,2015-11-21 17:12:49,1448125969764,,en,2
el classico is shite and spanish fans are shite as well,_AlexJohnson95,2015-11-21 17:12:52,1448125972775,,en,2
That handshake between ramos n busi. 😊😊 #rivalry #notenemy #elclassico #fcblive,lifeasacule,2015-11-21 17:12:55,1448125975974,,en,2
el classico time.,wesleyrpalmer,2015-11-21 17:12:58,1448125978073,,es,2
"Sorry mancity vs liverpool, el classico is 2 sweet 2 turn down. Too bad it's desame time",sexy_fernandez,2015-11-21 17:13:01,1448125981925,,en,0
Sobre o el classico https://t.co/SOP2JWCh9O,junissilveira,2015-11-21 17:13:04,1448125984134,,es,2
Let the el classico begin wuhoo,last_acc_locked,2015-11-21 17:13:04,1448125984747,,en,2
And Its on!!!!! #elclassico,Mista_zk,2015-11-21 17:13:06,1448125986227,,en,2
Why am I not with the team at bdubs for el classico?,ethanakkawi,2015-11-21 17:13:07,1448125987522,,en,0
"Google Favours FCB :p #ElClasico""@sundarpichai: Getting ready for el classico. One of the best sporting events of the year. #FCBarcelona.""",LoGeShCeG,2015-11-21 17:13:10,1448125990923,,en,2
Waiting for el classico game,RafiqiMuqri,2015-11-21 17:13:11,1448125991863,,en,2
EN DIRECTO en #Periscope: Empieza el classico https://t.co/5vX2zK6oHd,oscarmartin87,2015-11-21 17:13:12,1448125992062,,es,2
el classico 👹,pizzaonnastick,2015-11-21 17:13:12,1448125992620,,es,2
time for match of the  beast #RealMadrid  vs #Barca called #elclassico or #classico ..#Halamadrid,lsnongrum,2015-11-21 17:13:13,1448125993690,,en,2
el classico ⚽️,JT_Tackie,2015-11-21 17:13:13,1448125993973,,es,2
"Finally the el classico starts
#Ronaldo v/s Messi
#ElClasico",RMD_SG7,2015-11-21 17:13:16,1448125996101,,en,2
el classico + LFc #josss,bagus_bb,2015-11-21 17:13:18,1448125998241,,en,2
It's el classico time!,Phuczilla,2015-11-21 17:13:19,1448125999887,,en,2
