text,user,created_at,timestamp,geo,lang,polarity
@AndoolBlu @javier_izc mañana estás en barcelona ? Por cuanto tiempo ?,SergioSaumell,2015-11-21 17:03:03,1448125383209,,es,2
¡Yo creo que el @FCBarcelona_es ganará #ElClasico de @LaLiga! #MésqueunClub https://t.co/ftLWKLq9Wp barcelona,AntonellyToma,2015-11-21 17:03:05,1448125385607,,es,2
#futbolendirectvbarcelona vamos BARCELONA VAMOS,manuelleonardo5,2015-11-21 17:03:05,1448125385736,,es,2
gosta do real madrid me da unfollow,tedescuzinho,2015-11-21 17:03:06,1448125386421,,en,2
real madrid o barça? — hala Madrid cabroness https://t.co/txvWmAWwdk,d_adi7,2015-11-21 17:03:08,1448125388755,,es,2
@TanahAbangSport  Real madrid 1-4 barcelona #KuisTanahAbangSport,denathabagus,2015-11-21 17:03:09,1448125389194,,es,2
#ClasicoEnTDN  primer jugador de traspaso entre el barcelona vs real madrid Luis figo,BelieberoHeart1,2015-11-21 17:03:10,1448125390208,,es,2
"#Repost fcbarcelona with repostapp
・・・
Real Madrid vs FC Barcelona… https://t.co/FzBmA4uuxA",DanielSanchez_5,2015-11-21 17:03:11,1448125391075,,en,2
Nervios a unos minutos de ver el gran clasico #barcelona 💜,LaRe_Gonzalez,2015-11-21 17:03:11,1448125391879,,es,2
Let's get this win today! #viscabarca #barcelona #elclasico https://t.co/Vb6GIgsDVx,neweraJeff,2015-11-21 17:03:12,1448125392179,,en,2
"watching nowReal madrid vs barcelona AndManchester city vs liverpool,.",Rahman7789,2015-11-21 17:03:12,1448125392128,,en,2
Vamo barcelona carajo,11RamiCabrera11,2015-11-21 17:03:13,1448125393282,,es,2
@IntanNjhh real madrid!!!!!!!! Yeeehaaaaaa,Nasru_Dean,2015-11-21 17:03:13,1448125393877,,en,2
El Clásico. FC Barcelona vs Real Madrid. #elclasico #fcbarcelona #barcelona #fcb #fcbworld #igersfcb… … https://t.co/zNGjqIxx5C,halihaliey,2015-11-21 17:03:23,1448125403877,,es,2
Come on #HalaMadrid #Madrid #real #RealMadrid  #realmadridvsbarcelona #CristianoRonaldo #CR7,ViezeTricky,2015-11-21 17:03:26,1448125406137,,en,2
"No era que samuel estaba en barcelona? 
Ya me perdi",fxcksystem,2015-11-21 17:03:26,1448125406779,,es,0
"La cocina de #vianabcn siempre en contento movimiento 

#gotic #barcelona #restaurantes #kitchen #oidococina #foodie https://t.co/b9WBqhpTpU",vianabcn,2015-11-21 17:03:26,1448125406811,,es,2
¡Mirad que sitio más bueno he pillado para ver el Clásico! #bernabeu #madrid #barcelona #futbol https://t.co/O1lCAvcUZJ,SecretosdeMadri,2015-11-21 17:03:28,1448125408556,,es,2
si al partido lo gana el real madrid al atentado lo va a hacer arda turam,tutegolikian,2015-11-21 17:03:29,1448125409279,,es,2
"@TehSinapsis @etinet tampoco tanto, sigue siendo el real madrid 💪",Nico_Cabj_99,2015-11-21 17:03:30,1448125410823,,es,2
@TigoSportsPY buenas tardes!!porque no muestran barcelona vs real?,alvarezljose,2015-11-21 17:03:31,1448125411711,,es,2
@JessWilshere how can u support barcelona? They beat us in the final smh,abrarsenal,2015-11-21 17:03:32,1448125412622,,en,2
Hoy visto de Azul y Oro/Grana! #pumas #barcelona #selfie #fan https://t.co/YxxcXila0B,brachosaurus,2015-11-21 17:03:32,1448125412811,,es,2
apunto de arrancar el clasico de real madrid vs barcelona,briango17844252,2015-11-21 17:03:38,1448125418124,,es,2
El Clasico — watching Real Madrid vs barcelona,FarisMoses,2015-11-21 17:03:45,1448125425816,,en,2
Barcelona de mi corazón..  Aunque no te pueda ver mi apoyo esta contigo @fcbarcelona_es #FCB #ElClasico,ladynalaking,2015-11-21 17:03:47,1448125427245,,es,2
Hoy somos todos #barcelona !!! #cule @ Estadio Santiago Bernabéu https://t.co/sIr9ux4S6A,LuigiRaffaeleSi,2015-11-21 17:03:47,1448125427984,"{u'type': u'Point', u'coordinates': [40.45290788, -3.6888164]}",es,2
@tdn_twit @jaybirdsport @iShop_Mixup. Viva el real madrid y Mexico,braulio67686930,2015-11-21 17:03:49,1448125429889,,es,2
Cosas que me valen una puta mierda: el barcelona vs el real madrid.,firebreathxr,2015-11-21 17:03:51,1448125431123,,es,2
always barcelona in the heart,saidil_aulia,2015-11-21 17:03:53,1448125433366,,en,2
why real madrid starting squad look suh powerful??,chavezbrown_,2015-11-21 17:03:55,1448125435316,,en,2
@mhdz97 Just another real madrid client;),Jonatha07476498,2015-11-21 17:03:56,1448125436081,,en,2
"Gana el barcelona,mi apuesta 0-1 #ElClasico",YoliAleGanadora,2015-11-21 17:03:57,1448125437679,,es,2
real madrid vs barcelona..,noldiadam,2015-11-21 17:04:00,1448125440341,,es,2
@prambors jelas real madrid  B),Aleevaldy,2015-11-21 17:04:01,1448125441184,,en,2
"#FutbolEnDIRECTV Madrid.. Arriba el real madrid, hasta el final vamos real.. #HalaMadrid",jilmer1,2015-11-21 17:04:04,1448125444041,,es,2
#HalaMadrid vamos a españolizar el real madrid. Jjjj hoy ramos y gracias.   Vamos barçaaaaaa,CayeCid,2015-11-21 17:04:04,1448125444739,,es,2
Ready for this Classico! #skipworkforthis#welazyaf#barcelona!!! https://t.co/vaZtP4aYKc,Elhugo_,2015-11-21 17:04:04,1448125444970,,en,2
"barcelona vs real madrid
#ViscaBarca",enriquemoran98,2015-11-21 17:04:05,1448125445958,,es,2
@Adrian_Uribe Jajaja eres el mejor comediante y soy tu fan pero de fútbol no sabes mucho...hoy ganan mis pumas y el barcelona,pumastom606,2015-11-21 17:04:08,1448125448370,,es,2
#FutbolEnDIRECTVClasico vamos mi real madrid hoy gana el real madrid @dire,Lgmartinez11,2015-11-21 17:04:09,1448125449951,,es,4
"Good luck, Madrid! 💗 #ElClasico #RealMadrid #barcelonavsrealmadrid #Barcelona",NadjaMineeva,2015-11-21 17:04:11,1448125451939,,en,4
Vamos #barcelona a ganar en clásico #ViscaBarca #mesqueunequipo,pubeheRFG,2015-11-21 17:04:12,1448125452014,,es,2
"ayer,hoy,mañana y siempre barcelona❤",josesam1097,2015-11-21 17:04:13,1448125453633,,es,2
Quiero la camiseta del barcelona #FutbolDirectvClásico,EDU8209,2015-11-21 17:04:16,1448125456195,,es,2
Choses real madrid #HalaMadrid,HaikaleArde,2015-11-21 17:04:18,1448125458311,,en,2
#FCBQuiz. @FCBarcelona 3- 0 real madrid,afdalzian,2015-11-21 17:04:18,1448125458751,,es,2
Vamos real madrid carajo!!,victor_obregon2,2015-11-21 17:04:20,1448125460011,,es,2
@BetsatTR madrid 0-1  barcelona,mht1910,2015-11-21 17:04:20,1448125460460,,es,2
barcelona la tenes adentro,CattaCrazy7,2015-11-21 17:04:20,1448125460838,,es,2
@tdn_twit #ClasicoEnTDN Alfonso Albéniz primer traspaso registrado :) entre estos clubes Barcelona - real madrid,douglasobdulio,2015-11-21 17:04:22,1448125462668,,es,2
"#FutbolEnDIRECTVbarcelona 1-0 Barcelona hoy, gol del pistolero.",cjvr2010,2015-11-21 17:04:23,1448125463156,,es,2
Ojala pierda el barcelona 3 0,JhonGrooveSound,2015-11-21 17:04:23,1448125463912,,es,2
"hoy en el Bernabéu gana real madrid
o el barca",juanes12055,2015-11-21 17:04:24,1448125464188,,es,2
Vamos barcelona ♡♡,NahuelGoomez10,2015-11-21 17:04:25,1448125465148,,es,2
Mi corazon contigo barcelona♥,MellamoKeyla,2015-11-21 17:04:26,1448125466101,,es,2
Supporting Barcelona😍💕⚽ #fcbarcelona Which team r u supporting?! 😘 @NancyAjram @NancyALovers @MajdAFarha https://t.co/7us4A5ldoq,Nancylovers02,2015-11-21 17:04:27,1448125467106,,en,2
nose a que hora juega barcelona real madrid,NicoTop17,2015-11-21 17:04:28,1448125468812,,es,2
Alguien sabe que puto canal da el partido del real y el barcelona???,nicoowuwuu,2015-11-21 17:04:32,1448125472102,,es,2
#bigcorner #barcelona #madrid #istanbul #friend @ Big Corner https://t.co/BpkurnDGW8,boodii_f,2015-11-21 17:04:32,1448125472768,"{u'type': u'Point', u'coordinates': [41.0110817, 28.6561298]}",en,2
Barca or real madrid,KhairulAmirin98,2015-11-21 17:04:33,1448125473332,,es,2
^_^ — watching Real Madrid vs barcelona,Hany_noma,2015-11-21 17:04:33,1448125473427,,en,2
Más visto que la Super bowl https://t.co/BRQunVjUIg #barcelona,tuitDeportEsp,2015-11-21 17:04:35,1448125475384,,es,2
"La seguridad en el Clásico, prioridad máxima https://t.co/IiFqB69XR7 #barcelona",tuitDeportEsp,2015-11-21 17:04:35,1448125475655,,es,2
Dengan hero real madrid (@ Lot 10) https://t.co/JU5behQW0T,shafiq95_,2015-11-21 17:04:36,1448125476277,"{u'type': u'Point', u'coordinates': [2.96429498, 101.73346159]}",es,2
My blood boils before every El Classico #vamosbarcelona 😠😠,DanMoleka,2015-11-21 17:04:40,1448125480244,,en,2
"Francotiradores en el clasico barcelona y real madrid, aca con suerte hay policia",AlvaLeskiwAuer,2015-11-21 17:04:40,1448125480215,,es,2
#Periscope'ta CANLI: real madrid barcelona https://t.co/MhD5dc43aT,mustafaaltun024,2015-11-21 17:04:40,1448125480364,,es,2
#ClasicoEnTDN  el primero fue di stefano jugo unos partidos amistosos con barcelona y luego jugo con real madrid pq tenian media carta,nonix58,2015-11-21 17:04:42,1448125482285,,es,2
como que cablevision no pasa barcelona-real madrid?????,_caminob,2015-11-21 17:04:43,1448125483671,,es,2
@tdn_twit hugo sanchez le anoto 10 goles al barcelona. #ClasicoEnTDN,pablocastrone,2015-11-21 17:04:46,1448125486036,,es,2
"I just bet 200 on real madrid 
#dontfuckmegoldenboy",bwong3636,2015-11-21 17:04:48,1448125488009,,en,2
A que hora juega el barcelona contra el real?,NahueelCardozoo,2015-11-21 17:04:49,1448125489128,,es,2
Vamos barcelona por favor!!!,leoohenriquez10,2015-11-21 17:04:50,1448125490083,,es,2
Lets go real madrid lets win this one @realmadrid #halamadrid https://t.co/pTqjWWbNJ1,CremeDuncan,2015-11-21 17:04:51,1448125491198,,en,2
barcelona better win,bobodinho,2015-11-21 17:04:51,1448125491604,,en,2
#ClasicoPlayfulbet barcelona 0 real madrid 0 nick:diegox99x,diegox99x,2015-11-21 17:04:51,1448125491783,,en,2
Live: eternal rivals collide as real madrid host barca in el clasico #football #soccer https://t.co/yocMUmMhUH,soccernewsbabe,2015-11-21 17:04:52,1448125492337,,en,2
"No le voy ni al real ni al barcelona, solo disfrutare el partido",adriang83504369,2015-11-21 17:04:52,1448125492458,,es,2
Algún link para ver el partido del barcelona contra el real???,perro_navarro7,2015-11-21 17:04:52,1448125492610,,es,2
Finish nobar MU Next go to summarecon mall serpong nobar barcelona ;-) @ Tangerang https://t.co/s0TmBpuF3Y,asepso70,2015-11-21 17:04:55,1448125495453,"{u'type': u'Point', u'coordinates': [-6.17830556, 106.63188889]}",en,2
Y empezamos el Sabado Futbolero!! #barcelona #clasico #LaLiga #Sabado #Futbol https://t.co/KrK7tEplAS,luismontiel7,2015-11-21 17:04:58,1448125498244,,es,2
"te la sabes todas homônimo me friegas con el madrid vs barcelona :) :D 
pero igual sera un gusto entrenar a esos... https://t.co/kCMj0GpF2k",markozdelrozari,2015-11-21 17:04:58,1448125498407,,es,2
Real Madrid Vs Barcelona Live Streaming HD ~ https://t.co/zsuwFOJVMW  #ElClasico #realmadridvsbarcelona #HalaMadrid https://t.co/p0MtytEiH9,prohdstream,2015-11-21 17:05:00,1448125500631,,en,2
Dios puso el cielo y el REAL las estrellas. 󾌧❤️: estoy viendo partido real madrid vs barcelona,Madaafakers,2015-11-21 17:05:02,1448125502354,,es,2
#FutbolEnDIRECTVClasico. A ganar hoy barcelona a seguir mas punteros que nunca en la liga,Samuelja12,2015-11-21 17:05:02,1448125502805,,es,2
@tdn_twit #ClasicoEnTDN  Luis figo fue el jugador que causo polémica entre el traspaso de barcelona al real madrid,BelieberoHeart1,2015-11-21 17:05:07,1448125507045,,es,2
horario real madrid vs barcelona live stream #ElClasico #HalaMadrid #HalaMadridYNadasMas https://t.co/6RU5U1go9o,faheen160,2015-11-21 17:05:12,1448125512692,,en,2
watching Real Madrid vs barcelona at CLUB 360 https://t.co/BYi7evookV,ibu_ibba,2015-11-21 17:05:13,1448125513456,,en,2
Pronósticos guajiros  canelo gana cruz azul gana pumas gana y lo sacan en cuartos d/final  y barcelona gana,juancarlosandre,2015-11-21 17:05:17,1448125517130,,es,2
@ONE_OF_A_kINnD fcb vs. real madrid😂✌🏻️🙂,Avvyy3,2015-11-21 17:05:19,1448125519557,,es,2
elclasico : barcelona vs realmadrid #baper,vheloga,2015-11-21 17:05:20,1448125520333,,es,2
"Fc barcelona ehehhe today is today even dog my husband Messi will not play today, i know that we will win 

barca... https://t.co/Zv3iayffzT",lajoieosefe,2015-11-21 17:05:20,1448125520753,,en,0
regarde match real madrid vs fc barcelona,achrafpark,2015-11-21 17:05:20,1448125520902,,en,2
Este clasico es del real madrid!  https://t.co/mgAocIyMJ9,_IvanDel,2015-11-21 17:05:24,1448125524234,,es,2
@Rubiu5 estas listo para ver el real madrid vs barcelona,mianicolerodrig,2015-11-21 17:05:25,1448125525352,,es,4
Vamos real madrid a ganar  #FutbolEnDIRECTVClasico,BraBraimer,2015-11-21 17:05:26,1448125526854,,es,2
"#FutbolEnDIRECTVClasico Viaca Barça, grandee Lioo! Quiero la del barcelona!",majunchesexy,2015-11-21 17:05:27,1448125527487,,es,2
"real madrid win and man city 1x
@NairaBET",sterioushatanda,2015-11-21 17:05:29,1448125529086,,en,2
#FutbolEnDIRECTVCLASICO a esto vine real madrid Barcelona,germansinhou,2015-11-21 17:05:30,1448125530939,,es,2
Loving this! Well done @skyfootball!! #epl #laliga #elclassico #mcfc #lfc #realmadrid #fcbarcelona… https://t.co/JbTCoHThLj,the_davioli,2015-11-21 17:05:31,1448125531247,,en,4
"Mourinho said it best, barcelona is a women, and children's team😆😅",FinestAlejandro,2015-11-21 17:05:33,1448125533789,,en,2
Alfonso Albéniz Jordana #clásicoportdn primer jugador en ser traspasado entre Barcelona y real madrid,robs73_b,2015-11-21 17:05:34,1448125534171,,es,2
su roja directa nomas para #barcelona vs #RealMadrid  :( :(,leandrodelnorte,2015-11-21 17:05:34,1448125534930,,es,2
@DIRECTVar hoy gana el  barcelona,Rodri_lagra,2015-11-21 17:05:36,1448125536827,,es,2
falta menos para barca-real madrid,matiasgimenez27,2015-11-21 17:05:37,1448125537293,,es,2
FCBarcelona vs RealMadrid #viscabarca✌ #vorcaBarca #fcblive #rcti #spanyol gogo barcelona,ndyrhmnia,2015-11-21 17:05:37,1448125537962,,es,2
a que hora es el clasico de barcelona Vs real madrid,PATO___PEREZ,2015-11-21 17:05:39,1448125539382,,es,2
@jonathanowens21 i hear you. I'm an immigrant who was raised here in nyc but i'm excited about barca and real madrid playing today 😅,belovedalexa,2015-11-21 17:05:40,1448125540512,,en,4
lol does barcelona think they're going to win without messi,sxrxhkxlifx,2015-11-21 17:05:41,1448125541351,,en,2
"#ClasicoEnTDN alfonso albeñiz fue el primer jugador traspasadp entre el barcelona y real madrid
@tdn_twit",Hi_arthuur,2015-11-21 17:05:41,1448125541549,,es,2
@BoyAJ_RCTI real madrid,15natashawiluna,2015-11-21 17:05:42,1448125542295,,es,2
real madrid vs. barcelona #HalaMadrid 🇪🇸,sis_aristondo1,2015-11-21 17:05:43,1448125543548,,es,2
@anne2m  al real madrid,Nelys66,2015-11-21 17:05:46,1448125546464,,es,2
"Againts real madrid vs barcelona .

#HalaMadrid 
#HalaMadridYNadasMas",SfiRul,2015-11-21 17:05:47,1448125547731,,en,2
"Madrid Madrid Madrid
Ronaldo Ronaldo Ronaldo — watching barcelona vs real madrid at 7c-Usa Hostel https://t.co/0Yzfjthrx0",GorayaBasit,2015-11-21 17:05:47,1448125547529,,en,4
real madrid - barca,4rifHaziq_,2015-11-21 17:05:51,1448125551648,,es,2
Puta real madrid puta real madrid🎤,brunogrcia,2015-11-21 17:05:52,1448125552378,,es,2
i love barcelona but real madrid for the win,AyulMQBAM,2015-11-21 17:05:52,1448125552959,,en,2
Luis figo el portuges fue el traspaso entre barcelona y madrid primero estuvo en el madrid y luego en el barcelona #ClasicoenTDN,Miguelon15Angel,2015-11-21 17:05:56,1448125556360,,es,2
@DIRECTVSports #FutbolEnDIRECTVClasico #FutbolEnDIRECTVbarcelona sera un gran partido pero ganara el barcelona.,R30Roger,2015-11-21 17:05:58,1448125558014,,es,2
Vamos barcelona!!!! 😍😍,escalante9302,2015-11-21 17:05:58,1448125558566,,es,2
if real madrid loses ill cry #ElClasico,soniasousa_,2015-11-21 17:06:00,1448125560135,,en,2
"@educorral1 @NicogNicolas También chabon , vamos barcelona",Kevinchitos2,2015-11-21 17:06:00,1448125560649,,es,2
Ahora todo el mundo se va a poner del real madrid barcelona y bla bla bla! y apuesto que no saben que es un offside!,ninjitametal,2015-11-21 17:06:05,1448125565622,,es,2
Another El-Classico is upon us #RealmadridVsbarcelona,im_harzan,2015-11-21 17:06:06,1448125566863,,en,2
A que hora juega el real madrid ??????????,TomiZamoraOk,2015-11-21 17:06:09,1448125569056,,es,2
GoodLuck my ❤️💙 #fcb #barcelona #الكلاسيكو #برشلونة #برشلونه_ريال_مدريد https://t.co/U2rCdgQSu7,khweled,2015-11-21 17:06:10,1448125570080,,en,2
"i'm wearing almost everything real madrid.
my jersey, socks, bracelet, all i need is my scarf which is at home :(",battIeofheroes,2015-11-21 17:06:10,1448125570568,,en,2
Let's go #Barcelona!!!! #ForcaBarca #barcelonavsrealmadrid,delcer9,2015-11-21 17:06:12,1448125572587,,en,2
Derby Real - barcelona!  #HalaMadrid!,DiegoAurinegroo,2015-11-21 17:06:13,1448125573313,,en,2
espero Que gane el barcelona,re_yesito,2015-11-21 17:06:13,1448125573942,,es,2
"Preparado ya para lo que sera el clasico de españa, real MaDriD vs barcelona vamos #HalaMadrid",nestbaptista,2015-11-21 17:06:14,1448125574187,,es,2
Real madrid vs barcelona 😍,JiaYinnnn,2015-11-21 17:06:15,1448125575249,,es,2
@Louis_Tomlinson you better root for fc barcelona,inkheartlwt,2015-11-21 17:06:15,1448125575978,,en,2
puugg quee suarez tiene que jugar en el barcelona xq xq xq :(,MariaRengel_,2015-11-21 17:06:17,1448125577133,,es,0
Kick off real madrid vs barcelona a stadium santiago bernabeu,andra_pradinata,2015-11-21 17:06:20,1448125580364,,en,2
Can't wait to destroy barcelona,Saksham___,2015-11-21 17:06:20,1448125580974,,en,2
hermosa @Mariazelzel si gana el real madrid me regalas una foto mandandome un beso y si gana el barza que quieres?,ferrome24282148,2015-11-21 17:06:21,1448125581520,,es,4
@DIRECTVSports vamos barcelona. Visca barca #FutbolEnDIRECTVClasico el mejor partido del año,CarlosPrieto18,2015-11-21 17:06:24,1448125584281,,es,4
Real Madrid 3-2 barcelona #KuisJerseyMojokerto,lafazli,2015-11-21 17:06:24,1448125584939,,es,2
@camerondallas no... you must wacthing real madrid vs barca,Sellyintani,2015-11-21 17:06:28,1448125588029,,en,2
